5-500kV宝七Ⅰ回线电压Ua_5,6-500kV宝七Ⅰ回线电压Ub_6,7-500kV宝七Ⅰ回线电压Uc_7,8-500kV宝七Ⅰ回线电压3Uo_8,25-5723断路器电流Ia_25,26-5723断路器电流Ib_26,27-5723断路器电流Ic_27,28-5723断路器电流3Io_28
-82.26299285888672,14.389031410217285,67.71857452392578,-0.5904785990715027,0.08287419378757477,-0.020718548446893692,-0.08632728457450867,-0.020718548446893692
-80.33616638183594,8.95041275024414,71.26144409179688,-0.5904785990715027,0.08632728457450867,-0.013812365010380745,-0.09323346614837646,-0.020718548446893692
-78.12964630126953,3.511793851852417,74.55569458007812,-0.5283229947090149,0.07942110300064087,-0.010359274223446846,-0.09323346614837646,-0.020718548446893692
-75.61234283447266,-1.895747184753418,77.47701263427734,-0.37293386459350586,0.07596801221370697,-0.0034530912525951862,-0.09668655693531036,-0.020718548446893692
-72.75318145751953,-7.272210597991943,79.99431610107422,-0.21754474937915802,0.07251491397619247,0.0069061825051903725,-0.10013964772224426,-0.020718548446893692
-69.61431884765625,-12.555439949035645,82.20083618164062,-0.031077822670340538,0.06906182318925858,0.013812365010380745,-0.10359273850917816,-0.020718548446893692
-66.10252380371094,-17.83867073059082,84.06550598144531,0.15538911521434784,0.06906182318925858,0.013812365010380745,-0.10359273850917816,-0.020718548446893692
-62.31103515625,-23.059743881225586,85.52616882324219,0.2486225813627243,0.05870255082845688,0.02762473002076149,-0.10359273850917816,-0.017265455797314644
-58.239837646484375,-28.249740600585938,86.64496612548828,0.3107782304286957,0.06215564161539078,0.03453091159462929,-0.10704582929611206,-0.013812365010380745
-53.88894271850586,-33.40865707397461,87.39083862304688,0.3418560326099396,0.05870255082845688,0.041437096893787384,-0.11395201086997986,-0.013812365010380745
-49.32050323486328,-38.50542068481445,87.825927734375,0.2797003984451294,0.05179636925458908,0.04834327846765518,-0.11395201086997986,-0.010359274223446846
-44.53451919555664,-43.384639739990234,87.91915893554688,0.15538911521434784,0.04489018768072128,0.05524946004152298,-0.11395201086997986,-0.013812365010380745
-39.65530014038086,-48.170623779296875,87.60838317871094,0.12431129068136215,0.04489018768072128,0.06215564161539078,-0.11395201086997986,-0.010359274223446846
-34.558536529541016,-52.707984924316406,86.98682403564453,0.031077822670340538,0.041437096893787384,0.06906182318925858,-0.11740510165691376,-0.0069061825051903725
-29.368541717529297,-57.08995819091797,86.14772033691406,0.0,0.03453091159462929,0.07251491397619247,-0.11740510165691376,-0.0069061825051903725
-24.116390228271484,-61.31654357910156,84.96676635742188,-0.062155645340681076,0.03107782080769539,0.07596801221370697,-0.11395201086997986,-0.0069061825051903725
-18.70884895324707,-65.29450225830078,83.53718566894531,-0.062155645340681076,0.020718548446893692,0.08632728457450867,-0.11049892008304596,-0.0069061825051903725
-13.301307678222656,-69.11707305908203,81.79682922363281,-0.12431129068136215,0.02417163923382759,0.08632728457450867,-0.11395201086997986,-0.0069061825051903725
-7.800533294677734,-72.65995025634766,79.77677154541016,-0.09323346614837646,0.017265455797314644,0.09323346614837646,-0.11049892008304596,-0.0034530912525951862
-2.2997589111328125,-75.7988052368164,77.35269927978516,-0.12431129068136215,0.0069061825051903725,0.09668655693531036,-0.11049892008304596,-0.0034530912525951862
3.1699378490448,-78.59580993652344,74.64892578125,-0.15538911521434784,0.0,0.09668655693531036,-0.10359273850917816,-0.0034530912525951862
8.515323638916016,-81.05095672607422,71.57222747802734,-0.21754474937915802,-0.0034530912525951862,0.10013964772224426,-0.10013964772224426,0.0
13.891786575317383,-83.0399398803711,68.2158203125,-0.3107782304286957,-0.013812365010380745,0.10013964772224426,-0.09323346614837646,0.0
19.143938064575195,-84.7181396484375,64.54863739013672,-0.43508949875831604,-0.020718548446893692,0.10359273850917816,-0.08978037536144257,-0.0034530912525951862
24.3028564453125,-86.08556365966797,60.570674896240234,-0.5594007968902588,-0.020718548446893692,0.10359273850917816,-0.08632728457450867,-0.0034530912525951862
29.43069839477539,-87.0800552368164,56.37516784667969,-0.6215564608573914,-0.03107782080769539,0.10704582929611206,-0.07942110300064087,0.0
34.46530532836914,-87.63945770263672,51.8688850402832,-0.7458677291870117,-0.037984006106853485,0.11049892008304596,-0.07596801221370697,0.0
39.3755989074707,-87.98131561279297,47.207210540771484,-0.8391011953353882,-0.041437096893787384,0.11049892008304596,-0.06560873240232468,0.0
44.13050842285156,-87.98131561279297,42.35906982421875,-0.9323346614837646,-0.04834327846765518,0.11049892008304596,-0.06215564161539078,0.0069061825051903725
48.761104583740234,-87.63945770263672,37.386619567871094,-0.9323346614837646,-0.05179636925458908,0.11395201086997986,-0.05524946004152298,0.0069061825051903725
53.205230712890625,-86.95574951171875,32.28985595703125,-0.9323346614837646,-0.05870255082845688,0.11049892008304596,-0.05524946004152298,0.0069061825051903725
57.55612564086914,-85.96125793457031,27.006628036499023,-0.9012568593025208,-0.06215564161539078,0.11395201086997986,-0.04489018768072128,0.013812365010380745
61.689476013183594,-84.7181396484375,21.630165100097656,-0.8080233931541443,-0.06560873240232468,0.11049892008304596,-0.03453091159462929,0.010359274223446846
65.66743469238281,-83.13317108154297,16.191545486450195,-0.6215564608573914,-0.06560873240232468,0.11049892008304596,-0.03107782080769539,0.010359274223446846
69.3346176147461,-81.26850128173828,10.75292682647705,-0.4972451627254486,-0.07596801221370697,0.10704582929611206,-0.02762473002076149,0.013812365010380745
72.69102478027344,-78.99982452392578,5.314307689666748,-0.37293386459350586,-0.07251491397619247,0.10704582929611206,-0.02417163923382759,0.013812365010380745
75.76773071289062,-76.4825210571289,-0.12431129068136215,-0.18646693229675293,-0.07596801221370697,0.10359273850917816,-0.013812365010380745,0.017265455797314644
78.47150421142578,-73.6544418334961,-5.5318522453308105,0.0,-0.07942110300064087,0.10013964772224426,-0.0034530912525951862,0.017265455797314644
80.80233764648438,-70.51557922363281,-10.846159934997559,0.18646693229675293,-0.07596801221370697,0.09323346614837646,0.0034530912525951862,0.013812365010380745
82.76023864746094,-67.03485870361328,-16.191545486450195,0.3107782304286957,-0.08287419378757477,0.08978037536144257,0.010359274223446846,0.017265455797314644
84.43844604492188,-63.30552291870117,-21.443696975708008,0.4972451627254486,-0.08632728457450867,0.08632728457450867,0.020718548446893692,0.020718548446893692
85.68155670166016,-59.23432922363281,-26.63369369506836,0.5594007968902588,-0.08287419378757477,0.07942110300064087,0.02417163923382759,0.017265455797314644
86.6138916015625,-54.914512634277344,-31.792612075805664,0.5904785990715027,-0.08978037536144257,0.07251491397619247,0.03107782080769539,0.020718548446893692
87.17329406738281,-50.346073150634766,-36.95153045654297,0.5594007968902588,-0.08632728457450867,0.06560873240232468,0.041437096893787384,0.02417163923382759
87.42191314697266,-45.591163635253906,-41.89290237426758,0.5283229947090149,-0.08978037536144257,0.06215564161539078,0.04834327846765518,0.02417163923382759
87.23544311523438,-40.680870056152344,-46.64781188964844,0.43508949875831604,-0.08978037536144257,0.05524946004152298,0.05870255082845688,0.02417163923382759
86.80035400390625,-35.646263122558594,-51.24732971191406,0.3418560326099396,-0.08978037536144257,0.04834327846765518,0.06215564161539078,0.020718548446893692
86.0234146118164,-30.487342834472656,-55.660377502441406,0.3107782304286957,-0.08978037536144257,0.041437096893787384,0.06906182318925858,0.02762473002076149
85.02892303466797,-25.173036575317383,-59.85588455200195,0.2797003984451294,-0.08632728457450867,0.037984006106853485,0.07596801221370697,0.02417163923382759
83.69257354736328,-19.858728408813477,-63.92707824707031,0.2486225813627243,-0.08978037536144257,0.03107782080769539,0.07942110300064087,0.02417163923382759
82.04544830322266,-14.420109748840332,-67.71857452392578,0.15538911521434784,-0.08287419378757477,0.02762473002076149,0.08287419378757477,0.02762473002076149
80.0875473022461,-8.981490135192871,-71.29252624511719,-0.062155645340681076,-0.07942110300064087,0.017265455797314644,0.08978037536144257,0.02417163923382759
77.78778839111328,-3.5428717136383057,-74.58677673339844,-0.3418560326099396,-0.07596801221370697,0.013812365010380745,0.09323346614837646,0.02762473002076149
75.20832824707031,1.8646693229675293,-77.50808715820312,-0.5904785990715027,-0.07596801221370697,0.0034530912525951862,0.09668655693531036,0.02417163923382759
72.34916687011719,7.210054874420166,-80.0875473022461,-0.8080233931541443,-0.06906182318925858,-0.0034530912525951862,0.10013964772224426,0.02762473002076149
69.17922973632812,12.493284225463867,-82.26299285888672,-0.9634124636650085,-0.06560873240232468,-0.0069061825051903725,0.10013964772224426,0.02762473002076149
65.7295913696289,17.74543571472168,-84.09658813476562,-1.0255681276321411,-0.06560873240232468,-0.020718548446893692,0.10359273850917816,0.02762473002076149
62.031333923339844,22.966510772705078,-85.55724334716797,-0.9944903254508972,-0.06215564161539078,-0.020718548446893692,0.10704582929611206,0.02762473002076149
58.05337142944336,28.21866226196289,-86.6138916015625,-0.7458677291870117,-0.05524946004152298,-0.03453091159462929,0.11049892008304596,0.020718548446893692
53.795711517333984,33.37758255004883,-87.29759979248047,-0.37293386459350586,-0.04834327846765518,-0.037984006106853485,0.11049892008304596,0.02417163923382759
49.382659912109375,38.50542068481445,-87.70161437988281,-0.031077822670340538,-0.04834327846765518,-0.04489018768072128,0.11395201086997986,0.020718548446893692
44.720985412597656,43.477874755859375,-87.7637710571289,0.3418560326099396,-0.04489018768072128,-0.04834327846765518,0.11395201086997986,0.020718548446893692
39.87284469604492,48.20170211791992,-87.42191314697266,0.7458677291870117,-0.04489018768072128,-0.05870255082845688,0.11395201086997986,0.013812365010380745
34.900394439697266,52.832298278808594,-86.83143615722656,1.0566459894180298,-0.041437096893787384,-0.06215564161539078,0.11395201086997986,0.013812365010380745
29.83470916748047,57.276424407958984,-85.9923324584961,1.2431129217147827,-0.03453091159462929,-0.07251491397619247,0.11395201086997986,0.0069061825051903725
24.520401000976562,61.47193145751953,-84.87353515625,1.2431129217147827,-0.03453091159462929,-0.07251491397619247,0.11395201086997986,0.0034530912525951862
19.11285972595215,65.48097229003906,-83.47502899169922,1.0255681276321411,-0.03107782080769539,-0.08287419378757477,0.11395201086997986,0.0034530912525951862
13.612086296081543,69.21031188964844,-81.79682922363281,0.7769455313682556,-0.02762473002076149,-0.08632728457450867,0.11049892008304596,0.0
8.049156188964844,72.72210693359375,-79.77677154541016,0.4661673307418823,-0.020718548446893692,-0.08632728457450867,0.11049892008304596,0.0
2.4551479816436768,75.7988052368164,-77.41485595703125,0.15538911521434784,-0.010359274223446846,-0.08978037536144257,0.10704582929611206,0.0
-3.1077821254730225,78.56473541259766,-74.7421646118164,-0.062155645340681076,-0.0069061825051903725,-0.09668655693531036,0.10359273850917816,0.0
-8.546401023864746,80.98880767822266,-71.696533203125,-0.21754474937915802,0.0,-0.09668655693531036,0.09668655693531036,-0.0034530912525951862
-13.891786575317383,82.977783203125,-68.34013366699219,-0.15538911521434784,0.0069061825051903725,-0.09668655693531036,0.09323346614837646,-0.0034530912525951862
-19.175016403198242,84.7181396484375,-64.6729507446289,0.0,0.013812365010380745,-0.10013964772224426,0.08978037536144257,-0.0034530912525951862
-24.333934783935547,86.08556365966797,-60.663909912109375,0.21754474937915802,0.020718548446893692,-0.10013964772224426,0.08632728457450867,-0.0069061825051903725
-29.461774826049805,87.0800552368164,-56.46840286254883,0.43508949875831604,0.02417163923382759,-0.10359273850917816,0.08287419378757477,-0.0034530912525951862
-34.46530532836914,87.7637710571289,-51.962120056152344,0.6526342630386353,0.02762473002076149,-0.10704582929611206,0.07596801221370697,-0.0069061825051903725
-39.40667724609375,88.07454681396484,-47.23828887939453,0.7769455313682556,0.03453091159462929,-0.11049892008304596,0.06906182318925858,-0.010359274223446846
-44.16158676147461,88.04347229003906,-42.3901481628418,0.8391011953353882,0.041437096893787384,-0.11049892008304596,0.06215564161539078,-0.010359274223446846
-48.82325744628906,87.70161437988281,-37.386619567871094,0.8391011953353882,0.04489018768072128,-0.11049892008304596,0.05870255082845688,-0.013812365010380745
-53.298465728759766,87.01789855957031,-32.2587776184082,0.8701789975166321,0.05179636925458908,-0.11049892008304596,0.05179636925458908,-0.010359274223446846
-57.618282318115234,86.05448913574219,-27.006628036499023,0.8080233931541443,0.05179636925458908,-0.11049892008304596,0.04489018768072128,-0.017265455797314644
-61.72055435180664,84.7802963256836,-21.630165100097656,0.7458677291870117,0.05870255082845688,-0.10704582929611206,0.037984006106853485,-0.013812365010380745
-65.66743469238281,83.16425323486328,-16.191545486450195,0.6837120652198792,0.06215564161539078,-0.11049892008304596,0.03107782080769539,-0.017265455797314644
-69.3346176147461,81.26850128173828,-10.721848487854004,0.5594007968902588,0.06215564161539078,-0.11049892008304596,0.02417163923382759,-0.017265455797314644
-72.72210693359375,79.03089904785156,-5.221074104309082,0.40401169657707214,0.06906182318925858,-0.10359273850917816,0.017265455797314644,-0.017265455797314644
-75.76773071289062,76.4514389038086,0.2486225813627243,0.18646693229675293,0.06906182318925858,-0.10013964772224426,0.010359274223446846,-0.02417163923382759
-78.47150421142578,73.6544418334961,5.594007968902588,-0.062155645340681076,0.07251491397619247,-0.09668655693531036,0.0034530912525951862,-0.02417163923382759
-80.80233764648438,70.4844970703125,10.908315658569336,-0.21754474937915802,0.07251491397619247,-0.09323346614837646,-0.0034530912525951862,-0.02417163923382759
-82.76023864746094,67.03485870361328,16.222623825073242,-0.3107782304286957,0.07251491397619247,-0.08632728457450867,-0.010359274223446846,-0.02417163923382759
-84.28305053710938,63.30552291870117,21.474775314331055,-0.18646693229675293,0.07596801221370697,-0.08287419378757477,-0.020718548446893692,-0.02762473002076149
-85.43292999267578,59.296485900878906,26.758005142211914,0.09323346614837646,0.07251491397619247,-0.07596801221370697,-0.02417163923382759,-0.03107782080769539
-85.9923324584961,55.038822174072266,31.97907829284668,0.9323346614837646,0.07251491397619247,-0.06906182318925858,-0.03453091159462929,-0.037984006106853485
-85.61940002441406,50.81224060058594,37.29338836669922,3.6671829223632812,0.05524946004152298,-0.06906182318925858,-0.041437096893787384,-0.05870255082845688
-83.91011810302734,46.64781188964844,42.79416275024414,9.043645858764648,0.020718548446893692,-0.06215564161539078,-0.04834327846765518,-0.09668655693531036
-80.6469497680664,42.763084411621094,48.45032501220703,17.869747161865234,-0.03453091159462929,-0.06215564161539078,-0.06215564161539078,-0.16229529678821564
-76.10958862304688,39.03374481201172,54.168643951416016,29.213151931762695,-0.11049892008304596,-0.05870255082845688,-0.06906182318925858,-0.2486225664615631
-71.07498168945312,35.2733268737793,59.886962890625,41.42673873901367,-0.19682620465755463,-0.05870255082845688,-0.07942110300064087,-0.3418560326099396
-66.13360595703125,31.326444625854492,65.41881561279297,52.52151870727539,-0.2900596559047699,-0.06215564161539078,-0.09323346614837646,-0.44890186190605164
-62.06241226196289,26.913393020629883,70.42234802246094,60.75714111328125,-0.37638694047927856,-0.06560873240232468,-0.10359273850917816,-0.5490415096282959
