220kV I母电压_Ua_1,220kV I母电压_Ub_2,220kV I母电压_Uc_3,220kV I母电压_3U0_4,220kV普开I回线_Ia_5,220kV普开I回线_Ib_6,220kV普开I回线_Ic_7,220kV普开I回线_3I0_8
50.993324279785156,-86.19204711914062,33.93548583984375,-1.784129023551941,0.43022099137306213,-0.03522900119423866,0.25540199875831604,0.0781790018081665
54.96775817871094,-84.6054458618164,28.378660202026367,-1.9789040088653564,0.41266098618507385,-0.03522900119423866,0.1849460005760193,0.05211799964308739
58.82319641113281,-82.84432220458984,22.97244644165039,-1.706218957901001,0.482901006937027,-0.008808000013232231,0.1849460005760193,0.1216140016913414
62.06779479980469,-80.8927993774414,17.891239166259766,-1.1998039484024048,0.47412100434303284,-0.02642199955880642,0.1497180014848709,0.060805000364780426
65.2409896850586,-79.01268005371094,13.261871337890625,-0.6855980157852173,0.47412100434303284,0.026419999077916145,0.10568299889564514,0.05211799964308739
68.3507308959961,-77.33882141113281,8.814824104309082,0.007801000028848648,0.5180209875106812,-9.999999974752427e-07,0.14091099798679352,0.05211799964308739
71.57946014404297,-75.63322448730469,4.3915581703186035,0.5531709790229797,0.5531409978866577,0.008806000463664532,0.1497180014848709,0.05211799964308739
74.78439331054688,-73.8800277709961,-0.38049599528312683,1.0362130403518677,0.5268009901046753,0.026419999077916145,0.10568299889564514,0.06949199736118317
77.8386001586914,-71.61119079589844,-5.4458489418029785,1.5504189729690552,0.570701003074646,0.06164800003170967,0.05284100025892258,0.06949199736118317
80.63894653320312,-69.15989685058594,-10.653887748718262,1.4491360187530518,0.5531409978866577,0.06164800003170967,0.04403400048613548,0.02605699934065342
83.3837661743164,-66.20088958740234,-16.313766479492188,1.558210015296936,0.5180209875106812,0.10568299889564514,0.04403400048613548,0.0781790018081665
85.68433380126953,-62.76589584350586,-22.17181968688965,1.2465699911117554,0.5443609952926636,0.10568299889564514,0.11449000239372253,0.05211799964308739
87.15987396240234,-58.442413330078125,-28.14877700805664,0.9193480014801025,0.570701003074646,0.1673319935798645,-9.999999974752427e-07,0.060805000364780426
88.04837036132812,-53.83333969116211,-33.85621643066406,0.5921260118484497,0.5268009901046753,0.1761389970779419,-0.03522900119423866,0.0781790018081665
88.42121887207031,-49.06560516357422,-39.246578216552734,0.3194409906864166,0.509240984916687,0.08806899935007095,-0.07045699656009674,0.05211799964308739
88.23876190185547,-43.806026458740234,-44.264366149902344,0.2571130096912384,0.5443609952926636,0.1585250049829483,-0.10568500310182571,0.060805000364780426
87.23920440673828,-38.31639099121094,-48.8144645690918,0.18699400126934052,0.5443609952926636,0.1497180014848709,-0.11449199914932251,0.01737000048160553
85.7081298828125,-32.92195129394531,-52.666988372802734,0.05454700067639351,0.570701003074646,0.19375300407409668,-0.07045699656009674,0.11292699724435806
84.34365844726562,-27.590974807739258,-56.70183181762695,0.07791999727487564,0.5180209875106812,0.20255999267101288,-0.11449199914932251,0.04343099892139435
82.28107452392578,-22.41072654724121,-59.72201919555664,0.37397798895835876,0.482901006937027,0.24659499526023865,-0.09687799960374832,0.06949199736118317
80.2898941040039,-17.103548049926758,-62.92452621459961,0.24932199716567993,0.47412100434303284,0.26420900225639343,-0.09687799960374832,0.060805000364780426
78.36217498779297,-12.319950103759766,-65.80995178222656,0.27269500494003296,0.5180209875106812,0.3346650004386902,-0.10568500310182571,0.06949199736118317
76.53758239746094,-7.266629219055176,-69.09172821044922,0.27269500494003296,0.482901006937027,0.36108601093292236,-0.07045699656009674,0.13030099868774414
74.92718505859375,-2.2767720222473145,-72.41314697265625,0.2571130096912384,0.482901006937027,0.3170509934425354,-0.1409129947423935,0.05211799964308739
72.94393920898438,2.9272758960723877,-75.5443115234375,0.2882770001888275,0.4916810095310211,0.3346650004386902,-0.09687799960374832,0.05211799964308739
70.64336395263672,8.083725929260254,-78.73096466064453,0.03117400035262108,0.4916810095310211,0.36108601093292236,-0.09687799960374832,0.060805000364780426
67.97787475585938,13.644759178161621,-81.6560287475586,-0.19476500153541565,0.5004609823226929,0.36108601093292236,-0.10568500310182571,0.0781790018081665
65.11406707763672,19.055065155029297,-84.3829116821289,-0.6310610175132751,0.41266098618507385,0.4491559863090515,-0.1232990026473999,0.05211799964308739
61.59974670410156,24.6319637298584,-86.68174743652344,-0.9972379803657532,0.36876100301742554,0.41392800211906433,-0.09687799960374832,0.0781790018081665
57.07793426513672,30.097801208496094,-87.88665008544922,-1.2309679985046387,0.30730101466178894,0.4403490126132965,-0.11449199914932251,0.0781790018081665
52.50852966308594,35.254249572753906,-88.65557098388672,-1.4413249492645264,0.333640992641449,0.4931910037994385,-0.11449199914932251,0.13030099868774414
47.288612365722656,40.46623229980469,-88.63179016113281,-1.4880709648132324,0.3160809874534607,0.5196120142936707,-0.1321060061454773,0.0781790018081665
41.83864212036133,45.337093353271484,-87.95006561279297,-1.3478330373764038,0.28974100947380066,0.4843840003013611,-0.08807100355625153,0.14767499268054962
36.198280334472656,49.62884521484375,-86.404296875,-1.1141029596328735,0.2809610068798065,0.528419017791748,-0.08807100355625153,0.06949199736118317
30.780040740966797,53.801605224609375,-84.7713394165039,-0.46744999289512634,0.2721810042858124,0.4843840003013611,-0.11449199914932251,0.08686599880456924
25.266605377197266,57.799835205078125,-83.06703186035156,-0.015572000294923782,0.2721810042858124,0.5108050107955933,-0.09687799960374832,0.11292699724435806
20.01495933532715,61.31415557861328,-80.95052337646484,0.5687530040740967,0.23706099390983582,0.5019980072975159,-0.10568500310182571,0.06949199736118317
15.064767837524414,64.60635375976562,-79.06389617919922,0.8258559703826904,0.22828100621700287,0.4931910037994385,-0.017614999786019325,0.13030099868774414
10.23357105255127,67.77954864501953,-77.49435424804688,0.8881840109825134,0.13170099258422852,0.528419017791748,-0.07926400005817413,0.13030099868774414
5.711760997772217,71.0400161743164,-76.23395538330078,0.7946919798851013,0.20194099843502045,0.5108050107955933,-0.04403600096702576,0.1216140016913414
0.7060379981994629,74.33220672607422,-74.73575592041016,0.6077079772949219,0.12292099744081497,0.5372260212898254,0.008806000463664532,0.09555300325155258
-4.16482400894165,77.33087921142578,-73.03144836425781,0.17920300364494324,0.11414100229740143,0.5108050107955933,0.05284100025892258,0.14767499268054962
-9.186412811279297,80.02017211914062,-70.75640106201172,-0.07010900229215622,0.11414100229740143,0.4843840003013611,-0.008808000013232231,0.060805000364780426
-14.747446060180664,82.7649917602539,-68.11671447753906,-0.19476500153541565,0.11414100229740143,0.4755769968032837,0.05284100025892258,0.11292699724435806
-20.300546646118164,85.12902069091797,-64.91419982910156,-0.2103469967842102,0.07024099677801132,0.4667699933052063,0.09687600284814835,0.14767499268054962
-26.083702087402344,86.8504867553711,-60.76045608520508,-0.1402280032634735,0.043901000171899796,0.5019980072975159,0.11449000239372253,0.05211799964308739
-31.731998443603516,87.95317077636719,-56.18657684326172,0.07012899965047836,0.06146100163459778,0.528419017791748,0.14091099798679352,0.08686599880456924
-37.102638244628906,88.50847625732422,-50.98646545410156,0.3506050109863281,-0.017558999359607697,0.5636469721794128,0.1585250049829483,0.14767499268054962
-42.32255554199219,88.3101577758789,-45.508907318115234,0.5531709790229797,-0.017558999359607697,0.5019980072975159,0.13210399448871613,0.01737000048160553
-47.193416595458984,87.580322265625,-39.67463684082031,1.0284219980239868,0.008781000040471554,0.5196120142936707,0.1673319935798645,0.09555300325155258
-51.326507568359375,86.14444732666016,-33.92755889892578,1.2777340412139893,-0.017558999359607697,0.5108050107955933,0.24659499526023865,0.05211799964308739
-55.380271911621094,84.69270324707031,-28.29146385192871,1.6984479427337646,-0.00877899955958128,0.5019980072975159,0.1849460005760193,0.06949199736118317
-59.02151870727539,83.10610961914062,-23.020008087158203,1.6205379962921143,-0.052678998559713364,0.4843840003013611,0.3170509934425354,0.13898800313472748
-62.25025177001953,81.21012115478516,-17.92294692993164,1.4101810455322266,-0.052678998559713364,0.4755769968032837,0.3170509934425354,0.09555300325155258
-65.2647933959961,79.56798553466797,-13.507608413696289,0.9972580075263977,-0.04389899969100952,0.41392800211906433,0.3170509934425354,0.0781790018081665
-68.21586608886719,77.87825775146484,-9.179466247558594,0.3350229859352112,-0.04389899969100952,0.4667699933052063,0.3170509934425354,0.05211799964308739
-71.5159912109375,76.23612976074219,-4.803761959075928,-0.23372000455856323,-0.026339000090956688,0.4755769968032837,0.40512099862098694,0.1216140016913414
-74.63365936279297,74.28461456298828,-0.17439399659633636,-0.9894469976425171,-0.08779899775981903,0.38750699162483215,0.4227350056171417,0.1216140016913414
-77.73546600341797,71.99197387695312,4.851324081420898,-1.682845950126648,-0.03511900082230568,0.36108601093292236,0.4403490126132965,0.0781790018081665
-80.50408172607422,69.45341491699219,10.035581588745117,-1.9399490356445312,-0.07023900002241135,0.4491559863090515,0.4315420091152191,0.060805000364780426
-83.3678970336914,66.4944076538086,15.727168083190918,-2.1736791133880615,-0.08779899775981903,0.38750699162483215,0.4491559863090515,0.13898800313472748
-85.73193359375,62.94042205810547,21.704126358032227,-2.150305986404419,-0.052678998559713364,0.2818230092525482,0.4579629898071289,0.05211799964308739
-87.14400482177734,58.32341384887695,27.768281936645508,-1.9165760278701782,-0.04389899969100952,0.2906300127506256,0.528419017791748,0.14767499268054962
-88.0642318725586,53.635013580322266,33.4995002746582,-1.659472942352295,-0.07901900261640549,0.3258579969406128,0.5372260212898254,0.09555300325155258
-88.34188842773438,48.7086181640625,38.97705841064453,-1.1842219829559326,-0.052678998559713364,0.2818230092525482,0.5460330247879028,0.14767499268054962
-88.04043579101562,43.53630447387695,44.010704040527344,-0.8881639838218689,-0.07023900002241135,0.25540199875831604,0.5724539756774902,0.14767499268054962
-86.9456787109375,38.14979553222656,48.60043716430664,-0.4518679976463318,-0.03511900082230568,0.24659499526023865,0.5548400282859802,0.14767499268054962
-85.28768157958984,32.81882095336914,52.381614685058594,-0.2103469967842102,-0.07023900002241135,0.22898100316524506,0.5548400282859802,0.060805000364780426
-39.59360122680664,25.631521224975586,12.318557739257812,-2.983942985534668,-12.932938575744629,0.1673319935798645,13.448287963867188,0.13898800313472748
-27.892427444458008,20.9907169342041,3.6860549449920654,-5.703001976013184,-21.598798751831055,0.20255999267101288,22.237674713134766,0.2084839940071106
-20.62579917907715,14.572919845581055,2.4098079204559326,-6.575593948364258,-27.999418258666992,0.1849460005760193,28.851730346679688,0.3040409982204437
-15.326555252075195,10.669883728027344,7.982489109039307,5.547202110290527,-34.71611785888672,0.1761389970779419,35.509822845458984,0.24323199689388275
-5.11678409576416,4.894659996032715,0.5865979790687561,0.37397798895835876,-40.467018127441406,0.12329699844121933,41.340057373046875,0.2519190013408661
1.102687954902649,0.5077109932899475,-0.7609919905662537,1.1998239755630493,-46.09499740600586,0.1497180014848709,46.97653579711914,0.3474760055541992
2.6892879009246826,-4.331418991088867,3.9714269638061523,3.4202589988708496,-56.78025817871094,0.05284100025892258,57.817955017089844,0.3387889862060547
2.506829023361206,-11.003071784973145,6.175133228302002,-4.3395771980285645,-66.35045623779297,0.07045499980449677,67.47923278808594,0.35616299510002136
2.6892879009246826,-15.144098281860352,12.889302253723145,0.41293299198150635,-75.05143737792969,0.1585250049829483,76.01321411132812,0.408284991979599
2.4909629821777344,-20.038759231567383,16.08388328552246,-2.882659912109375,-79.81019592285156,0.026419999077916145,80.98036193847656,0.44303300976753235
1.2058169841766357,-25.726720809936523,23.416358947753906,-2.197052001953125,-85.77182006835938,0.07926200330257416,87.04838562011719,0.4517199993133545
-0.9598919749259949,-30.8355712890625,31.715927124023438,-0.5609419941902161,-89.95987701416016,0.05284100025892258,91.24051666259766,0.5212159752845764
-1.197882056236267,-35.69850158691406,36.789207458496094,-0.5687329769134521,-94.61328125,0.05284100025892258,95.98749542236328,0.5820249915122986
-0.0793289989233017,-39.585670471191406,44.98572540283203,8.632437705993652,-101.18949890136719,0.07045499980449677,102.6191635131836,0.5125290155410767
4.815331935882568,-45.80514144897461,41.98139190673828,1.192033052444458,-109.56562042236328,0.07045499980449677,110.89774322509766,0.48646798729896545
11.994696617126465,-51.477237701416016,35.85382080078125,-6.614549160003662,-115.5447998046875,0.03522700071334839,117.09786987304688,0.5472769737243652
18.23796844482422,-53.666744232177734,33.483646392822266,-3.5371038913726807,-119.39921569824219,-9.999999974752427e-07,121.0081787109375,0.6254600286483765
24.520904541015625,-58.90252685546875,33.166568756103516,-2.056813955307007,-121.66445922851562,-0.02642199955880642,123.20111846923828,0.573337972164154
28.931652069091797,-61.31415939331055,32.31837844848633,-0.08569099754095078,-123.23607635498047,-0.04403600096702576,124.87445068359375,0.5820249915122986
31.93825912475586,-65.52658081054688,34.23671340942383,0.9271389842033386,-125.58911895751953,0.04403400048613548,127.14665985107422,0.7731389999389648
34.5958137512207,-68.20000457763672,34.2446403503418,0.74794602394104,-130.24252319335938,-0.03522900119423866,131.8936309814453,0.6862689852714539
34.92900085449219,-72.01577758789062,37.803863525390625,1.0050489902496338,-135.053955078125,0.01761299930512905,136.8519744873047,0.6862689852714539
34.5482177734375,-75.7442855834961,40.07891082763672,-2.0646049976348877,-137.97769165039062,-0.061650000512599945,139.94322204589844,0.7731389999389648
32.969547271728516,-77.5926742553711,44.65279006958008,0.038965001702308655,-138.86447143554688,-9.999999974752427e-07,140.77108764648438,0.833948016166687
32.057254791259766,-79.21100616455078,47.15772247314453,-0.11685500293970108,-139.29469299316406,-0.05284300073981285,141.34353637695312,0.8947569727897644
30.549983978271484,-80.40888977050781,48.46567916870117,-2.438572883605957,-138.8820343017578,-0.04403600096702576,141.1674041748047,1.1466799974441528
30.097803115844727,-81.17045593261719,51.343177795410156,0.34281399846076965,-138.2937774658203,-0.07045699656009674,141.2290496826172,1.754770040512085
29.590091705322266,-81.3053207397461,54.236534118652344,4.191567897796631,-138.38157653808594,-0.09687799960374832,142.79669189453125,3.2923688888549805
32.93781661987305,-83.06644439697266,51.72367477416992,2.81256103515625,-137.1172637939453,-0.07926400005817413,144.6197509765625,6.411002159118652
36.30934143066406,-84.80377197265625,46.92784118652344,-2.8125410079956055,-132.20045471191406,-0.11449199914932251,144.0472869873047,10.685006141662598
40.696292877197266,-86.9615478515625,43.82838439941406,-4.15259313583374,-126.4495620727539,-0.20256200432777405,143.0609130859375,15.297802925109863
42.93339538574219,-87.94523620605469,42.250911712646484,-4.557724952697754,-119.47824096679688,-0.18494799733161926,140.73585510253906,19.82373046875
