1-220kV I段母线电压Ua_1,2-220kV I段母线电压Ub_2,3-220kV I段母线电压Uc_3,4-220kV I段母线电压3Uo_4,49-朝潞II回线路电流Ia_49,50-朝潞II回线路电流Ib_50,51-朝潞II回线路电流Ic_51,52-朝潞II回线路电流3Io_52
6.756508827209473,-75.43224334716797,68.81298065185547,0.0,0.14149194955825806,0.6702850461006165,-0.8825480341911316,-0.07059755176305771
9.452768325805664,-76.7289810180664,67.42153930664062,0.031628455966711044,0.14149194955825806,0.7055631875991821,-0.8825480341911316,-0.07059755176305771
12.212469100952148,-77.96247100830078,65.84036254882812,0.031628455966711044,0.07074597477912903,0.7055631875991821,-0.8825480341911316,-0.07059755176305771
14.972169876098633,-79.06944274902344,64.22755432128906,0.031628455966711044,0.035372987389564514,0.7055631875991821,-0.8472461104393005,-0.07059755176305771
17.60498809814453,-79.98664855957031,62.55150604248047,0.0,0.035372987389564514,0.7055631875991821,-0.8472461104393005,-0.07059755176305771
20.206085205078125,-80.8405990600586,60.748958587646484,0.031628455966711044,0.0,0.7761195302009583,-0.8472461104393005,-0.07059755176305771
22.80718231201172,-81.53640747070312,58.85154342651367,0.0,-0.035372987389564514,0.8113976716995239,-0.8119441866874695,-0.07059755176305771
25.281396865844727,-82.13733673095703,56.985748291015625,0.031628455966711044,-0.07074597477912903,0.8113976716995239,-0.7766422629356384,-0.035298775881528854
27.78733253479004,-82.58012390136719,54.898590087890625,0.0,-0.10611895471811295,0.7408413887023926,-0.7766422629356384,-0.035298775881528854
30.29326820373535,-82.86477661132812,52.6849365234375,0.0,-0.14149194955825806,0.8113976716995239,-0.7413403391838074,-0.035298775881528854
32.67232131958008,-83.08616638183594,50.471282958984375,0.031628455966711044,-0.14149194955825806,0.8466758728027344,-0.7413403391838074,-0.07059755176305771
35.11481475830078,-83.1177978515625,48.13113784790039,0.0,-0.17686493694782257,0.8819540143013,-0.7413403391838074,-0.07059755176305771
37.52558517456055,-83.0545425415039,45.63287353515625,0.0,-0.17686493694782257,0.8113976716995239,-0.6707364916801453,-0.035298775881528854
39.809478759765625,-82.89640045166016,43.134605407714844,0.031628455966711044,-0.2476108968257904,0.8466758728027344,-0.6707364916801453,-0.07059755176305771
42.09336853027344,-82.7382583618164,40.667964935302734,0.0,-0.2476108968257904,0.8113976716995239,-0.6707364916801453,-0.07059755176305771
44.31381607055664,-82.54849243164062,38.29619216918945,0.0,-0.2829838991165161,0.8466758728027344,-0.6707364916801453,-0.035298775881528854
46.50254440307617,-82.32710266113281,35.829551696777344,0.0,-0.2829838991165161,0.8466758728027344,-0.6001326441764832,-0.035298775881528854
48.65955352783203,-82.07408142089844,33.4261589050293,0.0,-0.2829838991165161,0.9172321557998657,-0.6001326441764832,-0.035298775881528854
50.78483963012695,-81.88431549072266,31.14925765991211,0.0,-0.35372987389564514,0.8819540143013,-0.6001326441764832,-0.07059755176305771
52.846683502197266,-81.59966278076172,28.77748680114746,0.0,-0.35372987389564514,0.8819540143013,-0.529528796672821,-0.035298775881528854
54.876808166503906,-81.22013092041016,26.37409210205078,0.0,-0.38910284638404846,0.8819540143013,-0.5648307204246521,-0.07059755176305771
56.748329162597656,-80.8405990600586,24.097192764282227,0.0,-0.4244758188724518,0.8819540143013,-0.49422687292099,-0.07059755176305771
58.55641174316406,-80.36618041992188,21.82029151916504,-0.031628455966711044,-0.4598488211631775,0.8819540143013,-0.49422687292099,-0.035298775881528854
60.3644905090332,-79.89176177978516,19.575016021728516,0.0,-0.4952217936515808,0.8819540143013,-0.4589249789714813,-0.035298775881528854
62.01396560668945,-79.25920867919922,17.298114776611328,0.0,-0.4952217936515808,0.8819540143013,-0.4589249789714813,-0.035298775881528854
63.50484085083008,-78.50013732910156,14.957968711853027,0.0,-0.5305947661399841,0.8819540143013,-0.3883211314678192,-0.035298775881528854
65.12259674072266,-77.77269744873047,12.617820739746094,0.0,-0.5659677982330322,0.8819540143013,-0.3883211314678192,-0.035298775881528854
66.64518737792969,-76.91875457763672,10.246049880981445,0.0,-0.5305947661399841,0.8466758728027344,-0.35301920771598816,-0.035298775881528854
68.07261657714844,-75.8434066772461,7.7794084548950195,0.0,-0.5659677982330322,0.8466758728027344,-0.3177172839641571,-0.07059755176305771
69.43660736083984,-74.67317962646484,5.249519348144531,0.0,-0.6013407707214355,0.8113976716995239,-0.28241536021232605,-0.07059755176305771
70.80059814453125,-73.40806579589844,2.5615124702453613,0.0,-0.6367137432098389,0.8113976716995239,-0.247113436460495,-0.035298775881528854
72.13286590576172,-71.98481750488281,-0.15811805427074432,0.0,-0.6367137432098389,0.8113976716995239,-0.247113436460495,-0.07059755176305771
73.46514129638672,-70.56156921386719,-2.8461251258850098,0.0,-0.6720867156982422,0.8466758728027344,-0.21181152760982513,-0.035298775881528854
74.7022476196289,-69.106689453125,-5.565755844116211,0.0,-0.6720867156982422,0.7761195302009583,-0.17650960385799408,-0.035298775881528854
75.90763092041016,-67.55693054199219,-8.348633766174316,0.0,-0.6367137432098389,0.8113976716995239,-0.14120768010616302,0.0
77.14473724365234,-66.00717163085938,-11.131511688232422,0.0,-0.6720867156982422,0.7761195302009583,-0.14120768010616302,-0.035298775881528854
78.25496673583984,-64.29927062988281,-13.914389610290527,0.0,-0.7074597477912903,0.8113976716995239,-0.10590576380491257,0.0
79.20658874511719,-62.528114318847656,-16.6656436920166,0.0,-0.7074597477912903,0.7408413887023926,-0.035301920026540756,-0.07059755176305771
80.09476470947266,-60.7253303527832,-19.3220272064209,0.0,-0.7428327202796936,0.7408413887023926,-0.035301920026540756,-0.035298775881528854
80.8243408203125,-58.82766342163086,-21.8835391998291,0.031628455966711044,-0.8135786652565002,0.7408413887023926,0.0,-0.035298775881528854
81.490478515625,-56.89836883544922,-24.476675033569336,0.0,-0.7782056927680969,0.7055631875991821,0.035301920026540756,-0.035298775881528854
82.06144714355469,-54.96907424926758,-27.038188934326172,0.0,-0.7782056927680969,0.6702850461006165,0.07060384005308151,0.0
82.31521606445312,-52.81838607788086,-29.40995979309082,0.031628455966711044,-0.7782056927680969,0.6702850461006165,0.07060384005308151,-0.07059755176305771
82.50553894042969,-50.69932556152344,-31.686859130859375,0.0,-0.8135786652565002,0.6702850461006165,0.10590576380491257,-0.035298775881528854
82.7593002319336,-48.675148010253906,-33.96376037597656,0.06325691193342209,-0.8135786652565002,0.6350069046020508,0.17650960385799408,-0.035298775881528854
82.79102325439453,-46.39794921875,-36.240657806396484,0.0,-0.8489516377449036,0.5997287034988403,0.17650960385799408,-0.035298775881528854
82.6324234008789,-44.057491302490234,-38.42268753051758,0.06325691193342209,-0.8135786652565002,0.5997287034988403,0.21181152760982513,0.0
82.50553894042969,-41.78029251098633,-40.60471725463867,0.031628455966711044,-0.8135786652565002,0.5997287034988403,0.21181152760982513,0.0
82.34693145751953,-39.40821075439453,-42.8183708190918,0.031628455966711044,-0.8489516377449036,0.5997287034988403,0.21181152760982513,0.0
82.12489318847656,-37.067752838134766,-44.9055290222168,0.031628455966711044,-0.8489516377449036,0.5997287034988403,0.28241536021232605,0.0
81.93456268310547,-34.75892639160156,-47.05593490600586,0.031628455966711044,-0.8843246698379517,0.529172420501709,0.28241536021232605,0.0
81.68080139160156,-32.26033020019531,-49.23796463012695,0.031628455966711044,-0.8843246698379517,0.529172420501709,0.28241536021232605,-0.035298775881528854
81.3001480102539,-29.85662078857422,-51.356746673583984,0.0,-0.8489516377449036,0.4938942492008209,0.35301920771598816,-0.035298775881528854
80.95122528076172,-27.452909469604492,-53.38065719604492,0.031628455966711044,-0.8843246698379517,0.45861607789993286,0.35301920771598816,0.0
80.57057189941406,-25.01757049560547,-55.40456771850586,0.06325691193342209,-0.8843246698379517,0.4233379364013672,0.3883211314678192,-0.035298775881528854
80.06304168701172,-22.613859176635742,-57.3336067199707,0.031628455966711044,-0.8489516377449036,0.4233379364013672,0.4589249789714813,0.0
79.49207305908203,-20.21014976501465,-59.13615417480469,0.031628455966711044,-0.8489516377449036,0.3880597651004791,0.49422687292099,0.0
78.98454284667969,-17.71155548095703,-61.09681701660156,0.031628455966711044,-0.8843246698379517,0.3175034523010254,0.49422687292099,-0.035298775881528854
78.31840515136719,-15.244587898254395,-62.89936447143555,0.031628455966711044,-0.8489516377449036,0.3175034523010254,0.49422687292099,0.0
77.43022918701172,-12.777621269226074,-64.48054504394531,0.0,-0.8843246698379517,0.3175034523010254,0.5648307204246521,0.0
76.54204559326172,-10.279026985168457,-66.12496948242188,0.0,-0.8489516377449036,0.28222528100013733,0.5648307204246521,0.0
75.65386962890625,-7.812060832977295,-67.73777770996094,0.031628455966711044,-0.8489516377449036,0.24694712460041046,0.6001326441764832,0.0
74.51192474365234,-5.250210762023926,-69.12921905517578,0.0,-0.8489516377449036,0.24694712460041046,0.6001326441764832,0.0
73.27481079101562,-2.625105381011963,-70.5206527709961,0.0,-0.8135786652565002,0.2116689682006836,0.6354345679283142,0.0
71.9742660522461,-0.09488333016633987,-71.75397491455078,0.0,-0.8135786652565002,0.2116689682006836,0.6354345679283142,0.0
70.61027526855469,2.530222177505493,-72.98729705810547,0.0,-0.8489516377449036,0.17639079689979553,0.6707364916801453,0.0
69.18284606933594,5.092072010040283,-74.18899536132812,0.0,-0.8135786652565002,0.14111264050006866,0.6707364916801453,0.0
67.75540924072266,7.748805046081543,-75.29582214355469,0.0,-0.8135786652565002,0.1058344841003418,0.7060384154319763,0.035298775881528854
66.23281860351562,10.405538558959961,-76.46589660644531,0.0,-0.7782056927680969,0.07055632025003433,0.7413403391838074,0.0
64.64678192138672,13.030643463134766,-77.57272338867188,-0.031628455966711044,-0.7428327202796936,0.035278160125017166,0.7766422629356384,0.0
62.870426177978516,15.655749320983887,-78.48980712890625,-0.031628455966711044,-0.7782056927680969,0.0,0.7766422629356384,0.0
61.12578582763672,18.312482833862305,-79.3752670288086,0.0,-0.7428327202796936,-0.035278160125017166,0.7766422629356384,0.0
59.31770706176758,20.874332427978516,-80.13423156738281,-0.031628455966711044,-0.7428327202796936,-0.035278160125017166,0.7766422629356384,0.0
57.44618606567383,23.436182022094727,-80.7667007446289,-0.031628455966711044,-0.7428327202796936,-0.07055632025003433,0.8119441866874695,0.0
55.4795036315918,25.96640396118164,-81.39917755126953,-0.031628455966711044,-0.7074597477912903,-0.1058344841003418,0.8119441866874695,0.0
53.449378967285156,28.43337059020996,-81.87352752685547,0.0,-0.7074597477912903,-0.14111264050006866,0.8119441866874695,0.0
51.22892761230469,30.868709564208984,-82.18976593017578,-0.031628455966711044,-0.6720867156982422,-0.14111264050006866,0.8119441866874695,0.035298775881528854
49.103641510009766,33.36730194091797,-82.47438049316406,-0.031628455966711044,-0.6367137432098389,-0.17639079689979553,0.8825480341911316,0.0
46.914913177490234,35.73938751220703,-82.69574737548828,-0.06325691193342209,-0.6367137432098389,-0.2116689682006836,0.8825480341911316,0.035298775881528854
44.5041389465332,38.17472457885742,-82.72737121582031,-0.06325691193342209,-0.6367137432098389,-0.24694712460041046,0.8825480341911316,0.035298775881528854
42.0616455078125,40.61006546020508,-82.75899505615234,-0.031628455966711044,-0.6013407707214355,-0.28222528100013733,0.8825480341911316,0.0
39.746036529541016,42.85563659667969,-82.72737121582031,-0.031628455966711044,-0.6013407707214355,-0.28222528100013733,0.9178499579429626,0.07059755176305771
37.366981506347656,45.069580078125,-82.53762817382812,-0.06325691193342209,-0.5659677982330322,-0.3175034523010254,0.9178499579429626,0.035298775881528854
34.95621109008789,47.251895904541016,-82.4111328125,-0.06325691193342209,-0.5305947661399841,-0.35278159379959106,0.9178499579429626,0.07059755176305771
32.60887908935547,49.307701110839844,-82.22138977050781,-0.06325691193342209,-0.5305947661399841,-0.35278159379959106,0.9178499579429626,0.035298775881528854
30.92768096923828,42.91889190673828,-81.65216827392578,-1.1069960594177246,-0.6720867156982422,4.05698823928833,0.9178499579429626,4.412346839904785
35.81266784667969,28.97104263305664,-74.25224304199219,-2.2456204891204834,-0.7074597477912903,3.2455906867980957,0.6354345679283142,3.212188482284546
34.16319274902344,30.17289924621582,-71.72235107421875,-2.213992118835449,-0.5305947661399841,2.4341931343078613,0.8119441866874695,2.682706832885742
26.137855529785156,41.11610794067383,-76.94024658203125,-2.372134208679199,-0.5305947661399841,2.3989148139953613,0.8472461104393005,2.718005657196045
34.82932662963867,23.531064987182617,-68.05401611328125,-3.067960500717163,-0.5305947661399841,3.2455906867980957,0.7413403391838074,3.459280014038086
26.835710525512695,34.50590515136719,-68.9394760131836,-2.46701979637146,-0.38910284638404846,3.2455906867980957,0.8825480341911316,3.7416701316833496
20.33296775817871,47.94770812988281,-72.9240493774414,-1.897707462310791,-0.4598488211631775,4.021710395812988,0.7766422629356384,4.34174919128418
23.949127197265625,42.41284942626953,-68.62323760986328,-1.23350989818573,-0.5659677982330322,5.362280368804932,0.49422687292099,5.224218845367432
28.26314353942871,35.67613220214844,-60.97032165527344,-0.15814228355884552,-0.8135786652565002,6.45590353012085,0.3177172839641571,6.000792026519775
17.731870651245117,44.43702697753906,-65.46087646484375,-0.31628456711769104,-0.6013407707214355,7.0909104347229,0.5648307204246521,7.02445650100708
18.715211868286133,36.84635925292969,-65.36600494384766,-1.4865374565124512,-0.4598488211631775,7.867029666900635,0.6354345679283142,8.012822151184082
18.746932983398438,28.749649047851562,-60.401100158691406,-2.46701979637146,-0.5305947661399841,8.396202087402344,0.49422687292099,8.259913444519043
12.371072769165039,33.14590835571289,-62.80449295043945,-3.352616548538208,-0.35372987389564514,8.537314414978027,0.5648307204246521,8.82469367980957
6.629626274108887,40.388668060302734,-64.5754165649414,-3.953557252883911,-0.38910284638404846,9.066487312316895,0.6001326441764832,9.212980270385742
8.183939933776855,36.972869873046875,-61.34980773925781,-4.238213539123535,-0.7428327202796936,9.877884864807129,0.3883211314678192,9.56596851348877
