220kV Ⅲ母电压_A相_1,220kV Ⅲ母电压_B相_2,220kV Ⅲ母电压_C相_3,220kV Ⅲ母电压_3U0_4,通大Ⅲ回289_A相_9,通大Ⅲ回289_B相_10,通大Ⅲ回289_C相_11,通大Ⅲ回289_3I0_12
32.450504302978516,50.81108093261719,-83.89976501464844,-0.9344512820243835,0.16279558837413788,0.1042793020606041,-0.2422618567943573,0.0
10.32563591003418,67.9180679321289,-78.6189956665039,-0.4360772669315338,0.1003275141119957,0.1630549132823944,-0.23847651481628418,-0.003785760374739766
-11.506604194641113,79.8950424194336,-68.21338653564453,0.4360772669315338,0.028394579887390137,0.2047666311264038,-0.21008646488189697,-0.005678640678524971
-31.833894729614258,85.21235656738281,-53.07795715332031,0.7164126634597778,-0.04164538532495499,0.23889440298080444,-0.1760183870792389,-0.003785760374739766
-51.19968795776367,84.02610778808594,-32.51622772216797,0.560670793056488,-0.10411345958709717,0.2521663010120392,-0.11923825740814209,-0.009464400820434093
-67.96316528320312,78.25093841552734,-9.948219299316406,0.560670793056488,-0.159009650349617,0.2521663010120392,-0.060565464198589325,-0.005678640678524971
-79.55338287353516,67.84523010253906,11.756985664367676,0.031148375943303108,-0.20822691917419434,0.23699840903282166,0.003785341512411833,-0.007571520749479532
-84.7998046875,52.84019470214844,31.5286808013916,-0.7942835688591003,-0.24608635902404785,0.19907866418361664,0.07381416112184525,-0.005678640678524971
-84.03688049316406,32.8092041015625,50.75982666015625,-0.8721545338630676,-0.25744420289993286,0.15357497334480286,0.12491627037525177,-0.003785760374739766
-78.38286590576172,10.322463989257812,67.79757690429688,-0.3893547058105469,-0.26123014092445374,0.09290337562561035,0.1854817420244217,0.0
-67.85865783691406,-11.539932250976562,79.39863586425781,0.140167698264122,-0.2385144680738449,0.028439808636903763,0.22522781789302826,0.005678640678524971
-52.464263916015625,-31.70619773864746,84.56505584716797,0.8098577857017517,-0.20254799723625183,-0.03791974484920502,0.24983254075050354,0.009464400820434093
-32.57592010498047,-50.87351608276367,83.86857604980469,0.9500254392623901,-0.15711668133735657,-0.09479936212301254,0.25929591059684753,0.011357281357049942
-10.336087226867676,-68.09496307373047,78.54622650146484,0.49837401509284973,-0.08707670867443085,-0.15167897939682007,0.24983254075050354,0.015143041498959064
11.51705551147461,-79.95747375488281,68.11982727050781,-0.2180386334657669,-0.024608636274933815,-0.19718268513679504,0.22522781789302826,0.02082168310880661
31.844345092773438,-85.29560852050781,52.953216552734375,-0.6073933243751526,0.04543132707476616,-0.2294144630432129,0.1892670840024948,0.026500321924686432
51.147430419921875,-84.2030029296875,32.537017822265625,-0.591819167137146,0.10979237407445908,-0.2464783489704132,0.13437962532043457,0.022714562714099884
67.8900146484375,-78.54229736328125,10.23928451538086,-0.4516514539718628,0.16658154129981995,-0.2464783489704132,0.0757068321108818,0.024607442319393158
79.56383514404297,-68.1469955444336,-11.486710548400879,0.04672256484627724,0.21769177913665771,-0.2275184690952301,0.009463354013860226,0.022714562714099884
84.86251831054688,-52.97547149658203,-31.466310501098633,0.8565803170204163,0.24608635902404785,-0.19528669118881226,-0.058672793209552765,0.018928801640868187
84.0995864868164,-32.882041931152344,-50.75982666015625,0.8877286911010742,0.2650160789489746,-0.1459910273551941,-0.11356024444103241,0.015143041498959064
78.46647644042969,-10.364087104797363,-67.8807373046875,0.49837401509284973,0.263123095035553,-0.08721541613340378,-0.16466236114501953,0.011357281357049942
67.9109115600586,11.519121170043945,-79.52337646484375,-0.015574187971651554,0.2479793280363083,-0.02654382213950157,-0.20630112290382385,0.011357281357049942
52.55832290649414,31.59173583984375,-84.67940521240234,-0.7319868206977844,0.21011988818645477,0.04360770806670189,-0.23658384382724762,0.007571520749479532
32.59682083129883,50.70702362060547,-83.9725341796875,-0.9500254392623901,0.16468855738639832,0.1042793020606041,-0.24415452778339386,0.003785760374739766
10.451048851013184,67.81401062011719,-78.63978576660156,-0.4516514539718628,0.1003275141119957,0.16115891933441162,-0.23658384382724762,-0.005678640678524971
-11.339387893676758,79.79098510742188,-68.3277359008789,0.40492889285087585,0.028394579887390137,0.2047666311264038,-0.2138718068599701,-0.003785760374739766
-31.71893310546875,85.1915512084961,-53.16111755371094,0.7475610375404358,-0.037859439849853516,0.23889440298080444,-0.1760183870792389,-0.007571520749479532
-51.1160774230957,84.05732727050781,-32.67215347290039,0.560670793056488,-0.10222049057483673,0.25595828890800476,-0.12113092839717865,-0.007571520749479532
-67.83775329589844,78.35499572753906,-10.124937057495117,0.6541159152984619,-0.16090261936187744,0.25595828890800476,-0.060565464198589325,-0.007571520749479532
-79.53247833251953,67.92847442626953,11.653034210205078,0.031148375943303108,-0.21011988818645477,0.24079038202762604,0.0018926707562059164,-0.009464400820434093
-84.75800323486328,52.93384552001953,31.435123443603516,-0.7319868206977844,-0.24419339001178741,0.20287063717842102,0.06813614815473557,-0.009464400820434093
-84.03688049316406,32.95488357543945,50.62468719482422,-0.8877286911010742,-0.2593371570110321,0.15547095239162445,0.13059428334236145,-0.003785760374739766
-78.45602416992188,10.447332382202148,67.70402526855469,-0.4360772669315338,-0.25555121898651123,0.09290337562561035,0.18358907103538513,0.001892880187369883
-67.94226837158203,-11.373440742492676,79.3674545288086,0.18689025938510895,-0.2385144680738449,0.030335796996951103,0.22144249081611633,0.009464400820434093
-52.621028900146484,-31.550111770629883,84.5546646118164,0.8410061597824097,-0.20444098114967346,-0.032231785356998444,0.24983254075050354,0.011357281357049942
-32.690879821777344,-50.7902717590332,83.85818481445312,0.8565803170204163,-0.1533307284116745,-0.09290337562561035,0.25929591059684753,0.015143041498959064
-15.718377113342285,-72.72550964355469,47.90114212036133,-69.78793334960938,-0.10789940506219864,-0.1440950334072113,0.7438196539878845,-0.46375563740730286
12.05005931854248,-79.0833969116211,36.7366828918457,-52.32927322387695,-0.06436105072498322,-0.1839107722043991,1.4554638862609863,-1.1735857725143433
38.4076042175293,-78.4278335571289,27.80719566345215,-21.02515411376953,-0.04543132707476616,-0.3128378987312317,1.9513435363769531,-1.5616261959075928
58.08692932128906,-78.01160430908203,15.6655855178833,-7.335442543029785,0.003785944078117609,-0.29767000675201416,2.187927484512329,-1.8531297445297241
74.49507141113281,-72.23644256591797,4.1476898193359375,11.19784164428711,0.017036747187376022,-0.31852588057518005,2.1538593769073486,-1.8058077096939087
80.55668640136719,-67.2000732421875,-4.823379039764404,14.76432991027832,0.10789940506219864,-0.3317977786064148,1.7488278150558472,-1.4878038167953491
83.60839080810547,-54.640384674072266,-14.594879150390625,24.903125762939453,0.16468855738639832,-0.2502703368663788,1.1185684204101562,-0.9880834817886353
81.06878662109375,-36.1806526184082,-25.05246353149414,34.4189567565918,0.22337070107460022,-0.1858067512512207,0.37664148211479187,-0.3691116273403168
74.27560424804688,-13.360931396484375,-33.33744812011719,47.67258834838867,0.26690906286239624,-0.12892714142799377,-0.48263105750083923,0.3823617994785309
62.5390739440918,6.909391403198242,-40.67646789550781,49.83740234375,0.28962472081184387,-0.05119165778160095,-1.391113042831421,1.1906216144561768
45.63972854614258,26.14954948425293,-44.803367614746094,46.722564697265625,0.318019300699234,0.030335796996951103,-2.3677310943603516,2.04620361328125
25.521461486816406,43.67276382446289,-45.437477111816406,41.1937255859375,0.31991225481033325,0.127031147480011,-3.2856764793395996,2.8601419925689697
5.173269271850586,60.94624328613281,-42.890647888183594,40.305999755859375,0.30855444073677063,0.22372649610042572,-4.1108808517456055,3.5889008045196533
-14.234328269958496,74.7962417602539,-39.137977600097656,37.20673370361328,0.27826687693595886,0.29577401280403137,-4.792242527008057,4.215444087982178
-33.2552375793457,82.16348266601562,-33.98195266723633,25.915449142456055,0.21390584111213684,0.3507576584815979,-5.257839679718018,4.684878349304199
-51.764041900634766,82.86067199707031,-25.10443878173828,10.512577056884766,0.13629397749900818,0.35834160447120667,-5.437643051147461,4.942310333251953
-68.1826400756836,77.24158477783203,-12.69255542755127,-6.182952404022217,0.06436105072498322,0.3469656705856323,-5.339224338531494,4.917702674865723
-79.751953125,66.9503402709961,0.18711383640766144,-21.788288116455078,0.0,0.34506967663764954,-4.941763401031494,4.584555625915527
-83.90101623535156,52.3719367980957,11.299596786499023,-35.02634811401367,-0.05489618703722954,0.3128378987312317,-4.256616592407227,3.9939773082733154
-81.88396453857422,34.27640914916992,21.143863677978516,-45.86598205566406,-0.11736426502466202,0.2654382288455963,-3.3367786407470703,3.1895031929016113
-74.56822967529297,13.766754150390625,29.9486083984375,-53.497337341308594,-0.17226044833660126,0.19718268513679504,-2.2447075843811035,2.220348358154297
-63.42741394042969,-6.846957206726074,37.72422790527344,-56.487579345703125,-0.2214777171611786,0.10617528855800629,-1.0580029487609863,1.1697999238967896
-48.29429626464844,-26.45131492614746,42.36049270629883,-56.09822463989258,-0.2479793280363083,0.015167898498475552,0.1514136642217636,0.08896537125110626
-29.1793270111084,-45.5874137878418,44.15886306762695,-53.0924072265625,-0.24987229704856873,-0.0815274566411972,1.288908839225769,-0.9502258896827698
-7.284380912780762,-63.11063003540039,43.223297119140625,-47.0340461730957,-0.2328355610370636,-0.16115891933441162,2.2844536304473877,-1.8701655864715576
15.007705688476562,-75.15003967285156,37.92173767089844,-38.56169128417969,-0.22904960811138153,-0.254062294960022,3.1001946926116943,-2.5951387882232666
34.69748306274414,-82.02821350097656,30.426788330078125,-29.077009201049805,-0.1741534173488617,-0.27681413292884827,3.649069309234619,-3.1686813831329346
52.328399658203125,-82.49646759033203,21.63243865966797,-14.639737129211426,-0.09843454509973526,-0.3071499466896057,3.929184675216675,-3.490471124649048
66.81355285644531,-78.26134490966797,11.070901870727539,-0.622967541217804,-0.03975241258740425,-0.31852588057518005,3.9064724445343018,-3.5112926959991455
77.98572540283203,-69.56217193603516,0.9875452518463135,16.337324142456055,0.04543132707476616,-0.29956600069999695,3.5903964042663574,-3.293611526489258
82.75140380859375,-55.54568099975586,-9.958614349365234,29.933589935302734,0.10979237407445908,-0.248374342918396,2.992312431335449,-2.816605806350708
81.76900482177734,-36.20146560668945,-21.99627113342285,40.8199462890625,0.16847451031208038,-0.1877027451992035,2.155751943588257,-2.0878467559814453
75.23709869384766,-13.506611824035645,-32.22515869140625,51.02103805541992,0.21011988818645477,-0.1421990543603897,1.1356024742126465,-1.158442735671997
62.90486145019531,8.126859664916992,-38.82612228393555,55.755592346191406,0.24040743708610535,-0.06635955721139908,0.009463354013860226,-0.14575177431106567
47.15513229370117,27.31498908996582,-43.74305725097656,53.1702766418457,0.27258795499801636,0.02275184728205204,-1.101534366607666,0.8347601890563965
27.434001922607422,45.368896484375,-45.14641189575195,48.015220642089844,0.28394579887390137,0.10807127505540848,-2.1538593769073486,1.7830930948257446
5.622663974761963,62.21574020385742,-43.898983001708984,41.505210876464844,0.2688020169734955,0.20287063717842102,-3.0945167541503906,2.636782169342041
-14.108915328979492,75.17085266113281,-39.49141311645508,37.4559211730957,0.23472853004932404,0.27871012687683105,-3.8496923446655273,3.3466122150421143
-32.8476448059082,81.55995178222656,-32.34990310668945,28.48518943786621,0.17793937027454376,0.32421383261680603,-4.392889022827148,3.8879759311676025
-50.990665435791016,82.37159729003906,-23.732271194458008,13.378227233886719,0.12493614852428436,0.34506967663764954,-4.667325973510742,4.1965155601501465
-66.81355285644531,77.8867416381836,-13.378639221191406,-3.8779728412628174,0.05489618703722954,0.3526536524295807,-4.637043476104736,4.221122741699219
-78.07978057861328,69.27081298828125,-1.7256053686141968,-18.175077438354492,-0.01135783176869154,0.33748573064804077,-4.3096113204956055,3.969369888305664
-82.08253479003906,55.28553771972656,9.625967025756836,-29.731124877929688,-0.0795048251748085,0.3052539527416229,-3.6963860988616943,3.4601850509643555
-80.30585479736328,36.58647537231445,20.29145622253418,-40.60190963745117,-0.1381869614124298,0.248374342918396,-2.839006185531616,2.731426239013672
-74.35920715332031,15.369234085083008,29.418453216552734,-51.176780700683594,-0.19686909019947052,0.17632682621479034,-1.8037152290344238,1.824736475944519
-63.124332427978516,-6.326671600341797,36.778263092041016,-56.62774658203125,-0.23094257712364197,0.09859134256839752,-0.6567567586898804,0.7950096726417542
-47.29099655151367,-26.711458206176758,42.23575210571289,-55.11705017089844,-0.25176528096199036,0.015167898498475552,0.5034504532814026,-0.26311033964157104
-27.517610549926758,-45.11915969848633,44.096492767333984,-49.44804763793945,-0.24987229704856873,-0.07394350320100784,1.5557754039764404,-1.228479266166687
-5.643566131591797,-61.80991744995117,42.53721237182617,-43.09377670288086,-0.23662149906158447,-0.15736694633960724,2.4964327812194824,-2.0897397994995117
14.934548377990723,-74.09906005859375,37.994503021240234,-36.52146911621094,-0.2120128571987152,-0.2294144630432129,3.264857053756714,-2.799569845199585
33.96590805053711,-80.62344360351562,30.811410903930664,-27.31712532043457,-0.16090261936187744,-0.2843981087207794,3.787234306335449,-3.3144333362579346
52.10892868041992,-81.79928588867188,22.110618591308594,-12.988872528076172,-0.1003275141119957,-0.31852588057518005,4.05410099029541,-3.5964722633361816
67.20024108886719,-77.72024536132812,11.819356918334961,2.3517024517059326,-0.024608636274933815,-0.3261098265647888,4.0181403160095215,-3.6286513805389404
78.2052001953125,-69.3436508178711,0.5197606682777405,16.290599822998047,0.04543132707476616,-0.3071499466896057,3.694493293762207,-3.3939342498779297
83.3575668334961,-55.74338912963867,-10.686279296875,29.34177017211914,0.10411345958709717,-0.25785428285598755,3.105872869491577,-2.907464027404785
81.95712280273438,-36.066192626953125,-21.75718116760254,41.754398345947266,0.16279558837413788,-0.2047666311264038,2.2674195766448975,-2.1787052154541016
74.56822967529297,-13.392148971557617,-31.393543243408203,51.53498840332031,0.2214777171611786,-0.14978300034999847,1.2434847354888916,-1.2720154523849487
62.079227447509766,7.908339500427246,-38.02568817138672,55.319515228271484,0.2593371570110321,-0.06825554370880127,0.12113092839717865,-0.27825337648391724
47.2596435546875,27.07565689086914,-63.31724166870117,19.18739891052246,0.09654156863689423,-0.11375923454761505,0.01892670802772045,0.03028608299791813
30.96645736694336,46.76325988769531,-78.46306610107422,-1.183638334274292,-0.14007993042469025,-0.19149471819400787,0.01892670802772045,0.35586148500442505
12.039608001708984,66.0970687866211,-76.6646957397461,2.5697410106658936,-0.3918451964855194,-0.2843981087207794,0.01703403703868389,0.704151451587677
-7.984601020812988,80.68587493896484,-58.909671783447266,23.797359466552734,-0.6190018653869629,-0.3678215444087982,0.01703403703868389,1.0183695554733276
-28.813541412353516,85.42047119140625,-42.67234802246094,24.264585494995117,-0.812084972858429,-0.4398690462112427,0.015141366049647331,1.2852656841278076
